model,text,reference,time,cost,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
gemini-1.5-pro,"Il giorno 23/03/2025 alle ore 03:25 è stata segnalata un'infrazione per zona rimozione in via Roma 77, Palermo. Veicolo coinvolto, Opel Corsa, targa CF156F. Agente Giulia Costa.
","Il giorno 23/03/2025, alle ore 03:25, è stata segnalata un’infrazione per zona rimozione in via Roma 77, Palermo. Veicolo coinvolto: Opel Corsa, targa CD456EF. Agente: Giulia Costa.",18.083038548752835,0.0037616077097505675,0.2222222222222222,0.04419889502762431,0.44828477346116175,0.9666666666666667,0.9666666666666667,9.0
gemini-1.5-pro,"Durante il pattugliamento in zona via N. Fortifioire, Catania, l'agente Sara Bellini ha rilevato una violazione dell'articolo 7, comma 51. L'auto coinvolta è una Volkswagen Golf targata TF 4156 alle ore 4:52:33.
","Durante il pattugliamento in zona via Etnea 45, Catania, l'agente Sara Bellini ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Volkswagen Golf targata ZA456QP, alle ore 04:52 del 16/03/2025.",18.88204081632653,0.003946408163265306,0.29411764705882354,0.17889908256880735,0.5338380077029675,0.7567567567567567,0.7567567567567567,40.0
gemini-1.5-pro,"Il giorno 13/02/2025 alle ore 20:18 è stata segnalata un'infrazione per parcheggio su strisce pedonali in Corso Buenos Aires, n. 88, Milano. Veicolo coinvolto [OMISSIS] targa [OMISSIS] Agente: Sara Bellini.
","Il giorno 30/03/2025, alle ore 23:08, è stata segnalata un’infrazione per parcheggio su strisce pedonali in corso Buenos Aires 98, Milano. Veicolo coinvolto: BMW Serie 1, targa CD456EF. Agente: Sara Bellini.",20.099002267573695,0.004179800453514739,0.3870967741935484,0.16908212560386474,0.27534943643975235,0.746268656716418,0.746268656716418,36.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Marco Gentili.

Data: 31/03/2025, ora 2:19.

Infrazione: sosta davanti a passo carrabile.

Luogo: Via Roma 77, Palermo.

Veicolo: Renault Clio targata ZA413FX.
","Verbale di infrazione redatto dall'agente Marco Gentili. Data: 31/03/2025, ora: 02:09. Infrazione: sosta davanti a passo carrabile. Luogo: via Roma 77, Palermo. Veicolo: Renault Clio, targa ZA456QP.",19.877006802721088,0.004120401360544218,0.2222222222222222,0.09595959595959595,0.6339704064341254,0.8709677419354839,0.8709677419354839,20.0
gemini-1.5-pro,"Infrazione riscontrata: sosta rimozione.
Posizione: Corso Buenos Aires, civico 18.
Milano.
Ora: 13:30.
Data: 13/10/2023.
Luogo: Volkswagen Targa, un'Audi A3 di 17 anni.
Agente: Maccorgenti 
","Infrazione riscontrata: zona rimozione. Posizione: corso Buenos Aires 98, Milano. Ora: 12:00, Data: 10/03/2025. Auto: Volkswagen Golf, targa XY987ZT. Agente: Marco Gentili.",18.11700680272109,0.003758401360544218,0.8636363636363636,0.3488372093023256,0.03152861344254501,0.5185185185185185,0.5185185185185185,60.0
gemini-1.5-pro,"Durante il pattugliamento in zona via Etna, forte fie, Catania, l'agente Carlo Brunita ha rilevato una violazione dell'articolo sei comma fist... L'auto coinvolta è una Audi A3 targata [omissis] con a bordo tre trentenni, tra essi alle ore tredici e ventisette, quarantasette, trentatré, trentacinque.
","Durante il pattugliamento in zona via Etnea 45, Catania, l'agente Carlo Bruni ha rilevato una violazione del articolo 7, comma 15. L'auto coinvolta è una Audi A3 targata AB123CD, alle ore 12:46 del 11/03/2025.",18.914013605442175,0.004012802721088436,0.6470588235294118,0.5980861244019139,0.32762227959414086,0.5952380952380952,0.5952380952380952,126.0
gemini-1.5-pro,"In base all'articolo 157 comma F, l'agente Sara Bellini ha riscontrato un'infrazione in Piazza Venezia,  alle ore 6:14 del 30/03/2023. Veicolo coinvolto: Fiat Panda, targa MI...","In base al articolo 157, comma 5, l'agente Sara Bellini ha riscontrato un'infrazione in piazza Venezia, Roma alle ore 16:49 del 21/03/2025. Veicolo coinvolto: Fiat Panda, targa TR098YU.",16.898004535147393,0.0035196009070294788,0.32142857142857145,0.11891891891891893,0.38696674524299146,0.7692307692307692,0.7692307692307692,22.0
gemini-1.5-pro,"Sono l'agente Marco Gentili. Alle ore 09:13 del 30/12/2025 ho rilevato un'infrazione per parcheggio su strisce pedonali in via Napoli 5, Napoli. Veicolo Mercedes Classe A, targa AV1138 RP.
","Sono l'agente Marco Gentili. Alle ore 09:16 del 03/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Napoli 5, Napoli. Veicolo: Mercedes Classe A, targa AB123CD.",17.091020408163267,0.003573204081632653,0.17857142857142858,0.06914893617021277,0.6690849531405022,0.8656716417910447,0.8656716417910447,14.0
gemini-1.5-pro,"Data e trentadue venti venti cinque ore diciassette e quindici, veicolo Mercedes classe targato CF quattro uno tre, FF, in doppia fila presso Corso Buenos Aires novanta e ottanta, Milano. Rilevato da agente Giulia Costa.
","13/03/2025, ore 17:19: veicolo Mercedes Classe A, targa CD456EF, in doppia fila presso corso Buenos Aires 98, Milano. Rilevato da agente Giulia Costa.",16.098004535147393,0.0034046009070294787,0.8695652173913043,0.68,0.23135181197435825,0.5573770491803278,0.5573770491803278,103.0
gemini-1.5-pro,"Agente Sara Bellini in servizio. Segnalazione di doppia fila all'altezza T Hotel,  Twenty Twenty Five in via Napoli Five, Napoli. Auto coinvolta,  Maserati One, targa BO1320RP.
","Agente Sara Bellini in servizio. Segnalazione di doppia fila alle 08:13 del 12/03/2025, in via Napoli 5, Napoli. Auto coinvolta: BMW Serie 1, targa AB123CD.",15.619002267573697,0.0032638004535147395,0.48,0.33974358974358976,0.38545012141186974,0.6181818181818182,0.6181818181818182,54.0
gemini-1.5-pro,"Data e trentadue venti venti cinque ore diciassette e quindici, veicolo Mercedes classe targato CF quattro uno tre, FF, in doppia fila presso Corso Buenos Aires novanta e ottanta, Milano. Rilevato da agente Giulia Costa.
","13/03/2025, ore 17:19: veicolo Mercedes Classe A, targa CD456EF, in doppia fila presso corso Buenos Aires 98, Milano. Rilevato da agente Giulia Costa.",16.098004535147393,0.0034046009070294787,0.8695652173913043,0.68,0.23135181197435825,0.5573770491803278,0.5573770491803278,103.0
gemini-1.5-pro,"Ventisette ventidue venticinque ore dieci e undici veicolo bom seri one targa F [omissis] in sosta davanti a passo carrabile presso Corso Buenos Aires novantotto A Milano. Rilevato da agente Anna Bianchi.
","28/03/2025, ore 10:11: veicolo BMW Serie 1, targa FG234LM, in sosta davanti a passo carrabile presso corso Buenos Aires 98, Milano. Rilevato da agente Anna Bianchi.",16.898004535147393,0.0035496009070294793,0.5384615384615384,0.4634146341463415,0.3543568594005623,0.6557377049180328,0.6557377049180328,77.0
gemini-1.5-pro,"Agente Sara Bellini in servizio. Segnalazione di doppia fila all'altezza T Hotel, Walter 2025 in via Napoli, Five, Napoli. Auto coinvolta, una Maserati, targa BO1320RP.
","Agente Sara Bellini in servizio. Segnalazione di doppia fila alle 08:13 del 12/03/2025, in via Napoli 5, Napoli. Auto coinvolta: BMW Serie 1, targa AB123CD.",15.619002267573697,0.0032588004535147397,0.48,0.28205128205128205,0.37305158515320674,0.6666666666666666,0.6666666666666666,45.0
gemini-1.5-pro,"Tirti terè tenti tenti five, corretto tirti sette, veicolo Wudine terè targato F U R M W R F F cinque cinque, in divieto di sosta presso via del Corso TEVE R O A, rilevato da agente Giulia Costa.
","30/03/2025, ore 02:37: veicolo Audi A3, targa CD456EF, in divieto di sosta presso via del Corso 12, Roma. Rilevato da agente Giulia Costa.",13.154013605442177,0.0028358027210884356,1.1304347826086956,0.6594202898550725,0.2371144604616222,0.4307692307692308,0.4307692307692308,92.0
gemini-1.5-pro,"Sono l'agente Giulia Costa. Alle ore 4:23 del 5/3/2025 ho rilevato un'infrazione per divieto di sosta in via Napoli 5, Napoli. Veicolo Alfa Tare, targa GSVNDR DGTNNEI.
","Sono l'agente Giulia Costa. Alle ore 04:23 del 05/03/2025, ho rilevato un'infrazione per divieto di sosta in via Napoli 5, Napoli. Veicolo: Audi A3, targa GH789IJ.",15.843038548752835,0.0033136077097505674,0.2692307692307692,0.15337423312883436,0.597713031281549,0.7936507936507936,0.7936507936507936,26.0
gemini-1.5-pro,"In base all'articolo 7, comma 15, l'agente Mario Rossi ha riscontrato un'infrazione in Via del Corso 12, Roma alle ore 15:42:22:55. Veicolo coinvolto: Renault Clio, targa KO1356.
","In base al articolo 7, comma 15, l'agente Mario Rossi ha riscontrato un'infrazione in via del Corso 12, Roma alle ore 15:40 del 22/03/2025. Veicolo coinvolto: Renault Clio, targa CD456EF.",17.986031746031745,0.0037422063492063493,0.23333333333333334,0.11764705882352941,0.5882493452484164,0.8529411764705883,0.8529411764705883,23.0
gemini-1.5-pro,"In base all'articolo 1137 comma 5, l'agente Sara Bellini ha riscontrato un'infrazione in via Milano 24, Torino alle ore 21:21 del 5/3/2023. Veicolo coinvolto: Fiat Panda, targa 3N8TJGT.
","In base al articolo 157, comma 5, l'agente Sara Bellini ha riscontrato un'infrazione in via Milano 24, Torino alle ore 21:21 del 05/03/2025. Veicolo coinvolto: Fiat Panda, targa TR098YU.",19.330022675736963,0.004016004535147393,0.1724137931034483,0.08064516129032258,0.7113551021443039,0.8235294117647058,0.8235294117647058,16.0
gemini-1.5-pro,"Il giorno 13/02/2025 alle ore 15 è stata segnalata un'infrazione per doppia fila in Piazza Venezia, Roma. Veicolo coinvolto: Fiat Panda, targa ZA413FT6. Agente: Sara Bellini.
","Il giorno 14/03/2025, alle ore 14:05, è stata segnalata un’infrazione per doppia fila in piazza Venezia, Roma. Veicolo coinvolto: Fiat Panda, targa ZA456QP. Agente: Sara Bellini.",16.931020408163267,0.0035262040816326536,0.19230769230769232,0.07865168539325842,0.44582832609020023,0.8421052631578947,0.8421052631578947,15.0
gemini-1.5-pro,"Agente Giulia Costa in servizio. Segnalazione di doppia fila alle Five,  Martine dal 25/03/2023 Five in via del Corso TOELVE, Roma. Auto coinvolta, Volkswagen Golf, targa TR321NM.
","Agente Giulia Costa in servizio. Segnalazione di doppia fila alle 05:49 del 25/03/2025, in via del Corso 12, Roma. Auto coinvolta: Volkswagen Golf, targa KL321MN.",16.419002267573696,0.003428800453514739,0.32,0.19753086419753085,0.4939804852466582,0.7719298245614034,0.7719298245614034,33.0
gemini-1.5-pro,"Agente Anna Bianchi in servizio. Segnalazione di doppia fila letteralmente tendente al ininterrottamente in Piazza Venezia, Roma. Auto coinvolta, Fiat Panda, targa [omissis].
","Agente Anna Bianchi in servizio. Segnalazione di doppia fila alle 10:19 del 09/03/2025, in piazza Venezia, Roma. Auto coinvolta: Fiat Panda, targa XY987ZT.",14.211020408163265,0.002967204081632653,0.30434782608695654,0.3032258064516129,0.4699739598002697,0.7346938775510203,0.7346938775510203,48.0
gemini-1.5-pro,"Sono la gente Anna Bianchi. Alle ore 11:55 del 25/10/2015 ho rilevato un'infrazione per parcheggio su strisce pedonali in via Milano 24, Torino. Veicolo Volkswagen Golf, targa TR111TT.
","Sono l'agente Anna Bianchi. Alle ore 01:19 del 15/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in via Milano 24, Torino. Veicolo: Volkswagen Golf, targa KL321MN.",16.19501133786848,0.003389002267573696,0.2222222222222222,0.0913978494623656,0.5851123875042121,0.75,0.75,18.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Marco Gentili.

Data: 23/05/2025, ora 06:15.

Infrazione di divieto di sosta.

Luogo: Via Milano 24, Torino.

Veicolo: Alfa 147, targa CO 41 DF 76.
","Verbale di infrazione redatto dall'agente Marco Gentili. Data: 20/03/2025, ora: 00:16. Infrazione: divieto di sosta. Luogo: via Milano 24, Torino. Veicolo: Audi A3, targa CD456EF.",20.101043083900226,0.004175208616780045,0.48,0.17318435754189945,0.40588153399233007,0.7096774193548386,0.7096774193548386,32.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Marco Gentili, data 10/03/2023, ora 10:25. Infrazione: accesso vietato. Luogo: via Napoli civico 7, Napoli. Veicolo: Mercedes Leone, targa DF 155 NP.
","Verbale di infrazione redatto dall'agente Marco Gentili. Data: 12/03/2025, ora: 22:39. Infrazione: accesso vietato. Luogo: via Napoli 5, Napoli. Veicolo: BMW Serie 1, targa CD456EF.",18.56503401360544,0.0038580068027210886,0.52,0.20994475138121546,0.37030468338190614,0.6666666666666667,0.6666666666666667,39.0
gemini-1.5-pro,"Agente Luca Verdi in servizio. Segnalazione di parcheggio su strisce pedonali a Leone, Fifty Fifty del Sister Act, venti venti five in via Etnea, quarti five, Catania. Auto coinvolta, Homo Serie One, targa KT tre uno tre venti uno M.
","Agente Luca Verdi in servizio. Segnalazione di parcheggio su strisce pedonali alle 01:56 del 06/03/2025, in via Etnea 45, Catania. Auto coinvolta: BMW Serie 1, targa KL321MN.",17.219002267573696,0.0036538004535147397,0.8148148148148148,0.5114942528735632,0.2901810729181888,0.5714285714285715,0.5714285714285715,90.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Sara Bellini. Data, trenta trentatré trentacinque trentacinque. Ora, tredici e uno, trenta. Infrazione: sosta davanti a passo carrabile. Luogo: Corso Buenos Aires, civico trentatré. Via. Veicolo: Toyota Yaris, targa SO, quattro, uno, tre, cinque, sette.
","Verbale di infrazione redatto dall'agente Sara Bellini. Data: 13/03/2025, ora: 21:32. Infrazione: sosta davanti a passo carrabile. Luogo: corso Buenos Aires 98, Milano. Veicolo: Toyota Yaris, targa ZA456QP.",20.13301587301587,0.004236603174603174,0.75,0.6019417475728155,0.34418320479193587,0.6575342465753423,0.6575342465753423,125.0
gemini-1.5-pro,"Sono l'agente Mario Rossi. Alle ore 17:25 del 5 febbraio 2025 ho rilevato un'infrazione per parcheggio su strisce pedonali in Corso Buenos Aires, n. 88, Milano. Veicolo Toyota Yaris, targa NN 123 GH 77.
","Sono l'agente Mario Rossi. Alle ore 16:07 del 05/03/2025, ho rilevato un'infrazione per parcheggio su strisce pedonali in corso Buenos Aires 98, Milano. Veicolo: Toyota Yaris, targa XY987ZT.",18.43501133786848,0.0038670022675736963,0.4642857142857143,0.17894736842105263,0.4181262611694383,0.7714285714285715,0.7714285714285715,35.0
gemini-1.5-pro,"Fortentere venti venti ventifive ore tredici e trenta, ritirierei veicolo Toyota Yaris, targa tre enne, e, i, ge, tu, in divieto di sosta presso via del Corso, Toelve, Roma. Rilevato da agente Marco Gentili.
","14/03/2025, ore 13:33: veicolo Toyota Yaris, targa TR098YU, in divieto di sosta presso via del Corso 12, Roma. Rilevato da agente Marco Gentili.",14.914013605442177,0.0031628027210884356,0.6956521739130435,0.6180555555555556,0.37570300694867703,0.6333333333333334,0.6333333333333334,90.0
gemini-1.5-pro,"Sono l'agente Marco Genti. Alle ore 13:49 del 9/10/2023 ho rilevato un'infrazione per doppia fila in Via Garibaldi, 7, Firenze. Veicolo Opel Corsa, targa LN118LZ.
","Sono l'agente Marco Gentili. Alle ore 08:34 del 19/03/2025, ho rilevato un'infrazione per doppia fila in via Garibaldi 11, Firenze. Veicolo: Opel Corsa, targa XY987ZT.",15.87501133786848,0.003310002267573696,0.32,0.1317365269461078,0.3623885503140912,0.7333333333333333,0.7333333333333333,23.0
gemini-1.5-pro,"Il giorno 3/10/2023 alle ore 8:52 è stata segnalata un'infrazione per accesso vietato in Via Garibaldi, 7, Firenze. Veicolo coinvolto: Volkswagen Golf, targa TT000RF. Agente: Silvia Neri.
","Il giorno 06/03/2025, alle ore 02:52, è stata segnalata un’infrazione per accesso vietato in via Garibaldi 11, Firenze. Veicolo coinvolto: Volkswagen Golf, targa FG234LM. Agente: Silvia Neri.",16.803038548752834,0.0035056077097505673,0.25925925925925924,0.1099476439790576,0.3819046196554823,0.8000000000000002,0.8000000000000002,22.0
gemini-1.5-pro,"Agente va con gente in servizio. Segnalazione di sosta davanti a passo carrabile alle 10:24 del 30/03/2023 in Corso Buenos Aires, civico 8. Via Pluto coinvolta, perché sul passo carrabile. Targa TN NE 18.
","Agente Marco Gentili in servizio. Segnalazione di sosta davanti a passo carrabile alle 18:24 del 07/03/2025, in corso Buenos Aires 98, Milano. Auto coinvolta: Mercedes Classe A, targa TR098YU.",17.251020408163264,0.0036302040816326526,0.6896551724137931,0.2916666666666667,0.2821717364449649,0.6086956521739131,0.5797101449275363,57.0
gemini-1.5-pro,"In base all'articolo 11357 comma 5, l'agente Luca Verdi ha riscontrato un'infrazione in Via del Corso 12, Roma, alle ore 12:57 del 27/05/2025. Veicolo coinvolto: Fiat Panda, targa TO13T4F.
","In base al articolo 157, comma 5, l'agente Luca Verdi ha riscontrato un'infrazione in via del Corso 12, Roma alle ore 12:50 del 07/03/2025. Veicolo coinvolto: Fiat Panda, targa FG234LM.",17.76204081632653,0.0037074081632653064,0.26666666666666666,0.08648648648648649,0.4664524481350497,0.8285714285714286,0.8285714285714286,17.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Silvianelli, data 13/10/2023, ora 15:53. Infrazione: sosta davanti a passo carrabile. Luogo: Via Garibaldi 11, Firenze. Veicolo: Alfa Romeo, targa AB123CD.
","Verbale di infrazione redatto dall'agente Silvia Neri. Data: 09/03/2025, ora: 10:53. Infrazione: sosta davanti a passo carrabile. Luogo: via Garibaldi 11, Firenze. Veicolo: Audi A3, targa FG234LM.",19.077006802721087,0.003955401360544217,0.37037037037037035,0.14795918367346939,0.4384861051674016,0.7540983606557377,0.7213114754098361,30.0
gemini-1.5-pro,"Il giorno 12/05/2025 alle ore 22:22 è stata segnalata un'infrazione per zona rimozione in Piazza Venezia, Roma. Veicolo coinvolto: Fiat Panda, targa TO343FU. Agente: Carlo Bruni.
","Il giorno 12/03/2025, alle ore 20:22, è stata segnalata un’infrazione per zona rimozione in piazza Venezia, Roma. Veicolo coinvolto: Fiat Panda, targa FG234LM. Agente: Carlo Bruni.",16.86702947845805,0.0035134058956916106,0.19230769230769232,0.06666666666666667,0.44582832609020023,0.896551724137931,0.896551724137931,13.0
gemini-1.5-pro,"In base all'articolo 175 comma 5, l'agente Anna Bianchi ha riscontrato un'infrazione in corso Buenos Aires, n. 88, Milano, alle ore 18:16 del 4/12/2025. Veicolo coinvolto: Altea Tarraco, targa AV132HRC.
","In base al articolo 157, comma 5, l'agente Anna Bianchi ha riscontrato un'infrazione in corso Buenos Aires 98, Milano alle ore 13:06 del 04/03/2025. Veicolo coinvolto: Audi A3, targa AB123CD.",19.906031746031747,0.004141206349206349,0.4,0.16230366492146597,0.4055058280422296,0.7042253521126761,0.7042253521126761,32.0
gemini-1.5-pro,"Sono l'agente Marco Genti. Alle ore 10:00 il portone del fioraio è 10:10 fioraio. Ho rilevato un'infrazione per divieto di sosta in Via del Corso 3B, ora veicolo Fiat Panda, targa LN 137 Z.
","Sono l'agente Marco Gentili. Alle ore 20:41 del 05/03/2025, ho rilevato un'infrazione per divieto di sosta in via del Corso 12, Roma. Veicolo: Fiat Panda, targa XY987ZT.",15.39501133786848,0.0032590022675736963,0.5925925925925926,0.31952662721893493,0.27150436323855665,0.6666666666666667,0.6666666666666667,55.0
gemini-1.5-pro,"Infrazione riscontrata: sosta rimozione.
Posizione: Corso Buenos Aires, civico 16.
Milano.
Ora: 10:00.
Data: 14/10/2023.
Auto: Renault Clio, targa SO4157.
Agente: Sara Bellini.
","Infrazione riscontrata: zona rimozione. Posizione: corso Buenos Aires 98, Milano. Ora: 22:00, Data: 24/03/2025. Auto: Renault Clio, targa ZA456QP. Agente: Sara Bellini.",18.341043083900228,0.0037932086167800456,0.6363636363636364,0.19642857142857142,0.20287366424876008,0.7058823529411765,0.7058823529411765,34.0
gemini-1.5-pro,"Agente Carlo Bruni in servizio. Segnalazione di sosta davanti a passo carrabile alle 10:55 del 21/11/2022 in via del Corso 12, Roma. Auto coinvolta, Peugeot corsa, targa KT321NM.
","Agente Carlo Bruni in servizio. Segnalazione di sosta davanti a passo carrabile alle 10:55 del 21/03/2025, in via del Corso 12, Roma. Auto coinvolta: Opel Corsa, targa KL321MN.",16.51501133786848,0.003453002267573696,0.17857142857142858,0.08522727272727272,0.7205743386699484,0.8709677419354839,0.8709677419354839,16.0
gemini-1.5-pro,"Niente anteriore, denti, denti, file. Portiere, portiere, file. Veicolo Mercedes Classe A, targa [omissis] undici diciannove settanta. In doppia fila presso via del Corso, Tele Roma, rilevato da agente Silvia Neri.
","19/03/2025, ore 03:45: veicolo Mercedes Classe A, targa XY987ZT, in doppia fila presso via del Corso 12, Roma. Rilevato da agente Silvia Neri.",13.92204081632653,0.0029494081632653064,0.782608695652174,0.7183098591549296,0.26349088821718425,0.631578947368421,0.631578947368421,103.0
gemini-1.5-pro,"Agente Luca Verdi in servizio. Segnalazione di divieto di sosta alle 07:10 del 4/03/2023 in Piazza Venezia, Roma. Auto coinvolta: Renault Clio, targa [omissis].
","Agente Luca Verdi in servizio. Segnalazione di divieto di sosta alle 17:19 del 04/03/2025, in piazza Venezia, Roma. Auto coinvolta: Renault Clio, targa ZA456QP.",14.371020408163265,0.003004204081632653,0.16666666666666666,0.09375,0.6775939999489281,0.8148148148148148,0.8148148148148148,16.0
gemini-1.5-pro,"Verbale di infrazione redatto dall'agente Marco Gentili. Data 15/03/2025, ora 09:19. Infrazione: doppia fila. Luogo: Piazza Venezia, Roma. Veicolo: Volkswagen Golf, targa AO 134 FN.
","Verbale di infrazione redatto dall'agente Marco Gentili. Data: 15/03/2025, ora: 19:01. Infrazione: doppia fila. Luogo: piazza Venezia, Roma. Veicolo: Volkswagen Golf, targa FG234LM.",18.40503401360544,0.003816006802721088,0.30434782608695654,0.0718232044198895,0.5198707241967666,0.8928571428571429,0.8928571428571429,14.0
gemini-1.5-pro,"In base all'articolo sette comma quindici, l'agente Civia Neri ha riscontrato un'infrazione in via Milano centoquattro, Torino alle ore nove e diciannove e venti del ventitré trentatré trentacinque. Veicolo coinvolto Fiat Panda, targa LN undici leggi diciasette.
","In base al articolo 7, comma 15, l'agente Silvia Neri ha riscontrato un'infrazione in via Milano 24, Torino alle ore 19:12 del 29/03/2025. Veicolo coinvolto: Fiat Panda, targa XY987ZT.",16.80204081632653,0.003555408163265306,0.6551724137931034,0.6086956521739131,0.2464979335333263,0.6216216216216216,0.6216216216216216,113.0
