model,text,reference,time,wer,cer,bleu_avg,rouge1_avg_f1,rougeL_avg_f1,levenshtein_avg
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),di sattiva la sveglia delle quindici,disattiva la sveglia delle quindici,1.6266512870788574,0.4,0.02857142857142857,0.5081327481546147,0.7272727272727272,0.7272727272727272,1.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",disattiva la sveglia delle quindici,disattiva la sveglia delle quindici,0.6153554916381836,0.0,0.0,1.0,1.0,1.0,0.0
Whisper Tiny (OpenAI), cancela svilja,cancella sveglia,0.27326035499572754,1.0,0.25,0.0,0.0,0.0,5.0
Whisper Distilled IT (bofenghuang),cancella sveglia,cancella sveglia,15.73099136352539,0.0,0.0,0.316227766016838,1.0,1.0,0.0
Faster Whisper Tiny (Turbo), cancela svilja,cancella sveglia,0.8582417964935303,1.0,0.25,0.0,0.0,0.0,5.0
Vosk STT (Small IT),cancella sveglia,cancella sveglia,0.20133113861083984,0.0,0.0,0.316227766016838,1.0,1.0,0.0
Wav2Vec2 XLSR Italian (Grosman),cancella sveglia,cancella sveglia,0.9207763671875,0.0,0.0,0.316227766016838,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),cancella sviglia,cancella sveglia,1.634399652481079,0.5,0.0625,0.1495348781221221,0.5,0.5,1.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",cancella sveglia,cancella sveglia,0.6346032619476318,0.0,0.0,0.316227766016838,1.0,1.0,0.0
Whisper Tiny (OpenAI), ti corta mi e mia invenni del pomerio,ricordami i miei impegni del pomeriggio,0.6408553123474121,1.1666666666666667,0.3333333333333333,0.02777619034011792,0.14285714285714288,0.14285714285714288,14.0
Whisper Distilled IT (bofenghuang),ricordami i miei impegni del pomeriggio.,ricordami i miei impegni del pomeriggio,15.211272239685059,0.16666666666666666,0.02564102564102564,0.7598356856515925,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), ti cortami i miei invenni del pomeriggio.,ricordami i miei impegni del pomeriggio,0.8782308101654053,0.6666666666666666,0.1794871794871795,0.07730551756939454,0.6153846153846153,0.6153846153846153,8.0
Vosk STT (Small IT),ricorda mi i miei impegni del pomeriggio,ricordami i miei impegni del pomeriggio,0.50150465965271,0.3333333333333333,0.02564102564102564,0.6147881529512643,0.7692307692307692,0.7692307692307692,1.0
Wav2Vec2 XLSR Italian (Grosman),ricordami i miei impegni del pomeriggio,ricordami i miei impegni del pomeriggio,1.0814836025238037,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),ricordami i mie invegni del pomerigio,ricordami i miei impegni del pomeriggio,2.6989119052886963,0.5,0.10256410256410256,0.09554427922043669,0.5,0.5,4.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",ricordami i mie inveni del pomeriggio,ricordami i miei impegni del pomeriggio,0.990664005279541,0.3333333333333333,0.10256410256410256,0.12209471671615688,0.6666666666666666,0.6666666666666666,4.0
Whisper Tiny (OpenAI), mette in pausel libro,metti in pausa il libro,0.4443187713623047,0.6,0.17391304347826086,0.07440995947486906,0.4444444444444445,0.4444444444444445,5.0
Whisper Distilled IT (bofenghuang),metti in pausa il libro.,metti in pausa il libro,11.65296220779419,0.2,0.043478260869565216,0.668740304976422,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), mette in pausel libro,metti in pausa il libro,0.4450664520263672,0.6,0.17391304347826086,0.07440995947486906,0.4444444444444445,0.4444444444444445,5.0
Vosk STT (Small IT),metti in pausa il libro,metti in pausa il libro,0.1814889907836914,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLSR Italian (Grosman),metti in paosa il libro,metti in pausa il libro,0.332547664642334,0.2,0.043478260869565216,0.16068568378893033,0.8000000000000002,0.8000000000000002,1.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),metti in pase il libro,metti in pausa il libro,0.9010472297668457,0.2,0.08695652173913043,0.16068568378893033,0.8000000000000002,0.8000000000000002,2.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",metti im pausa il libro,metti in pausa il libro,0.3862578868865967,0.2,0.043478260869565216,0.28574404296988,0.8000000000000002,0.8000000000000002,1.0
Whisper Tiny (OpenAI), e poi abbassare le luce per favore,ehi puoi abbassare le luci per favore,0.328995943069458,0.42857142857142855,0.10810810810810811,0.09878765474230743,0.5714285714285714,0.5714285714285714,5.0
Whisper Distilled IT (bofenghuang),"ehi, puoi abbassare le luci per favore?",ehi puoi abbassare le luci per favore,8.363765954971313,0.2857142857142857,0.05405405405405406,0.6147881529512643,1.0,1.0,2.0
Faster Whisper Tiny (Turbo), e poi abbassare le luce per favore,ehi puoi abbassare le luci per favore,0.4607388973236084,0.42857142857142855,0.10810810810810811,0.09878765474230743,0.5714285714285714,0.5714285714285714,5.0
Vosk STT (Small IT),ehi puoi abbassare le luci per,ehi puoi abbassare le luci per favore,0.20552372932434082,0.14285714285714285,0.1891891891891892,0.846481724890614,0.923076923076923,0.923076923076923,7.0
Wav2Vec2 XLSR Italian (Grosman),ei poi abbassare le luci per favore,ehi puoi abbassare le luci per favore,0.42702388763427734,0.2857142857142857,0.05405405405405406,0.6147881529512643,0.7142857142857143,0.7142857142857143,2.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),ei poi a bassare le lucipeil favore,ehi puoi abbassare le luci per favore,1.150634527206421,0.8571428571428571,0.16216216216216217,0.039281465090051315,0.2857142857142857,0.2857142857142857,6.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",ei poi abbassare le luci per favore,ehi puoi abbassare le luci per favore,0.5202498435974121,0.2857142857142857,0.05405405405405406,0.6147881529512643,0.7142857142857143,0.7142857142857143,2.0
Whisper Tiny (OpenAI)," quando è passo, in el anno 2018",quand'è pasqua nell'anno duemiladiciotto,0.30768632888793945,1.75,0.6,0.0,0.1818181818181818,0.1818181818181818,25.0
Whisper Distilled IT (bofenghuang),quando è pasqua nell'anno 2018?,quand'è pasqua nell'anno duemiladiciotto,9.066654682159424,0.75,0.425,0.11362193664674995,0.6,0.6,17.0
Faster Whisper Tiny (Turbo), quando è passo quando è l'anno 2018?,quand'è pasqua nell'anno duemiladiciotto,0.6375174522399902,1.75,0.65,0.0,0.1818181818181818,0.1818181818181818,27.0
Vosk STT (Small IT),quando pasqua nell'anno duemila di,quand'è pasqua nell'anno duemiladiciotto,0.4085240364074707,0.75,0.225,0.11362193664674995,0.5454545454545454,0.5454545454545454,9.0
Wav2Vec2 XLSR Italian (Grosman),quanda è pasqua nell'anno duemila diciotto,quand'è pasqua nell'anno duemiladiciotto,0.4434945583343506,1.0,0.075,0.08633400213704504,0.5454545454545454,0.5454545454545454,3.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),quande è pasqua nellanno duimena di ciotto,quand'è pasqua nell'anno duemiladiciotto,1.232295274734497,1.5,0.2,0.033031643180138064,0.3636363636363636,0.3636363636363636,8.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",quande pasqua nellanno dui mera diciotto,quand'è pasqua nell'anno duemiladiciotto,0.5196928977966309,1.25,0.2,0.040824829046386304,0.3636363636363636,0.3636363636363636,8.0
Whisper Tiny (OpenAI), parlate forte,parla più forte,0.22053194046020508,0.6666666666666666,0.26666666666666666,0.09069748827745895,0.4,0.4,5.0
Whisper Distilled IT (bofenghuang),parla più forte.,parla più forte,8.074219226837158,0.3333333333333333,0.06666666666666667,0.24028114141347542,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), parlati forte,parla più forte,0.4059164524078369,0.6666666666666666,0.2,0.09069748827745895,0.4,0.4,4.0
Vosk STT (Small IT),parla più forte,parla più forte,0.12031412124633789,0.0,0.0,0.5623413251903491,1.0,1.0,0.0
Wav2Vec2 XLSR Italian (Grosman),parla più forte,parla più forte,0.2857844829559326,0.0,0.0,0.5623413251903491,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),parla più forte,parla più forte,0.814293622970581,0.0,0.0,0.5623413251903491,1.0,1.0,0.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",parla più forte,parla più forte,0.32169318199157715,0.0,0.0,0.5623413251903491,1.0,1.0,0.0
Whisper Tiny (OpenAI), come si fa il tacchino,come si fa il tacchino,0.2547035217285156,0.0,0.0,1.0,1.0,1.0,1.0
Whisper Distilled IT (bofenghuang),come si fa il tacchino?,come si fa il tacchino,8.894521951675415,0.2,0.045454545454545456,0.668740304976422,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), come si fa il tacchino?,come si fa il tacchino,0.6723113059997559,0.2,0.045454545454545456,0.668740304976422,1.0,1.0,2.0
Vosk STT (Small IT),come si fa il tacchino,come si fa il tacchino,0.3424673080444336,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLSR Italian (Grosman),come si fa il tacchino,come si fa il tacchino,0.9079394340515137,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),come si fa il tacchino,come si fa il tacchino,2.140293598175049,0.0,0.0,1.0,1.0,1.0,0.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",come si fa iltacchino,come si fa il tacchino,0.9449481964111328,0.4,0.045454545454545456,0.3096787331587729,0.6666666666666665,0.6666666666666665,1.0
Whisper Tiny (OpenAI), per favore scrivi una nuova email a un collega.,per favore scrivi una nuova email a un collega,0.4726755619049072,0.1111111111111111,0.021739130434782608,0.8633400213704505,1.0,1.0,2.0
Whisper Distilled IT (bofenghuang),per favore scrivi una nuova email a un collega.,per favore scrivi una nuova email a un collega,13.572144985198975,0.1111111111111111,0.021739130434782608,0.8633400213704505,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), per favore scrivi una nuova e mella un collega.,per favore scrivi una nuova email a un collega,0.6642594337463379,0.3333333333333333,0.10869565217391304,0.4671379777282001,0.7777777777777778,0.7777777777777778,6.0
Vosk STT (Small IT),per favore scrivi una nuova e mail un collega,per favore scrivi una nuova email a un collega,0.5263652801513672,0.2222222222222222,0.06521739130434782,0.5133450480401704,0.7777777777777778,0.7777777777777778,3.0
Wav2Vec2 XLSR Italian (Grosman),per favore scrivi una nuova email a un collega,per favore scrivi una nuova email a un collega,0.7489666938781738,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),per favore scrivi una nuova imeila un gollega,per favore scrivi una nuova email a un collega,1.7456228733062744,0.3333333333333333,0.08695652173913043,0.47750342648354643,0.7058823529411765,0.7058823529411765,4.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",per favore scrivi una nuova imeila un collega,per favore scrivi una nuova email a un collega,0.6999046802520752,0.2222222222222222,0.06521739130434782,0.5247357977607321,0.823529411764706,0.823529411764706,3.0
Whisper Tiny (OpenAI), quando mi ci ho viciellmente la fase ai eliminazione direta della champions league,quando comincia ufficialmente la fase a eliminazione diretta della champions league,0.3772711753845215,0.5454545454545454,0.14457831325301204,0.1051781439830431,0.5833333333333334,0.5833333333333334,13.0
Whisper Distilled IT (bofenghuang),quando comincia ufficialmente la fase a eliminazione diretta della champions league?,quando comincia ufficialmente la fase a eliminazione diretta della champions league,8.687952518463135,0.09090909090909091,0.012048192771084338,0.8931539818068694,1.0,1.0,1.0
Faster Whisper Tiny (Turbo)," quando mi ci offici almente la fase ai liminazione direta della champions league,",quando comincia ufficialmente la fase a eliminazione diretta della champions league,0.5116629600524902,0.7272727272727273,0.12048192771084337,0.04913270548144422,0.4999999999999999,0.4999999999999999,11.0
Vosk STT (Small IT),quando comincia ufficialmente la fasi a eliminazione diretta della champions,quando comincia ufficialmente la fase a eliminazione diretta della champions league,0.40460753440856934,0.18181818181818182,0.0963855421686747,0.5954165059120786,0.8571428571428572,0.8571428571428572,8.0
Wav2Vec2 XLSR Italian (Grosman),quando comincia ufficialmente la fase a eliminazione diretta della champions league,quando comincia ufficialmente la fase a eliminazione diretta della champions league,1.3170373439788818,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),quando comincia ufficialmente la fase a eliminazione diretta della champions liagu,quando comincia ufficialmente la fase a eliminazione diretta della champions league,3.379909038543701,0.09090909090909091,0.024096385542168676,0.8931539818068694,0.9090909090909091,0.9090909090909091,2.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",quando comincia ufficialmente la fase ha eliminazione diretta della champions league,quando comincia ufficialmente la fase a eliminazione diretta della champions league,1.8414762020111084,0.09090909090909091,0.012048192771084338,0.7016879391277372,0.9090909090909091,0.9090909090909091,1.0
Whisper Tiny (OpenAI), mi serve un billetto del treno da polonja a parma,mi serve un biglietto del treno da bologna a parma,0.6088235378265381,0.2,0.1,0.1996019880774733,0.8000000000000002,0.8000000000000002,6.0
Whisper Distilled IT (bofenghuang),mi serve un biglietto del treno da bologna a parma.,mi serve un biglietto del treno da bologna a parma,14.928425312042236,0.1,0.02,0.8801117367933934,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), mi serve un billetto del treno da polonia a parma,mi serve un biglietto del treno da bologna a parma,1.0442702770233154,0.2,0.1,0.1996019880774733,0.8000000000000002,0.8000000000000002,6.0
Vosk STT (Small IT),mi serve un biglietto del treno da cologna a parte,mi serve un biglietto del treno da bologna a parma,0.41332197189331055,0.2,0.06,0.6606328636027614,0.8000000000000002,0.8000000000000002,3.0
Wav2Vec2 XLSR Italian (Grosman),mi serve un biglietto del treno da bologna a parma,mi serve un biglietto del treno da bologna a parma,0.8608548641204834,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),mi serve un biglietto del treno da bologna apparma,mi serve un biglietto del treno da bologna a parma,1.7932751178741455,0.2,0.02,0.7725505949016372,0.8421052631578948,0.8421052631578948,1.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",niserve un biglietto del treno da pologna a parma,mi serve un biglietto del treno da bologna a parma,0.7629172801971436,0.3,0.06,0.45936133207830593,0.7368421052631577,0.7368421052631577,3.0
Whisper Tiny (OpenAI), per favore aggiungerancie alla mia lista della spesa.,per favore aggiungi arance alla mia lista della spesa,0.391265869140625,0.3333333333333333,0.09433962264150944,0.3628241434631103,0.823529411764706,0.823529411764706,6.0
Whisper Distilled IT (bofenghuang),per favore aggiungi arance alla mia lista della spesa.,per favore aggiungi arance alla mia lista della spesa,8.71968698501587,0.1111111111111111,0.018867924528301886,0.8633400213704505,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), per favore aggiungerancie a la mia lista della spesa.,per favore aggiungi arance alla mia lista della spesa,0.5067262649536133,0.4444444444444444,0.11320754716981132,0.14923729480049117,0.6666666666666666,0.6666666666666666,7.0
Vosk STT (Small IT),per favore aggiunge arance alla mia lista della spesa,per favore aggiungi arance alla mia lista della spesa,0.2703061103820801,0.1111111111111111,0.018867924528301886,0.6606328636027614,0.8888888888888888,0.8888888888888888,1.0
Wav2Vec2 XLSR Italian (Grosman),per favore aggiungi arance alla mia lista della spesa,per favore aggiungi arance alla mia lista della spesa,0.6846880912780762,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),per favore aggiunge arance alla mialista della spesa,per favore aggiungi arance alla mia lista della spesa,1.8048908710479736,0.3333333333333333,0.03773584905660377,0.08978504312966884,0.7058823529411765,0.7058823529411765,2.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",per favore aggiunge rance a lamialista della spesa,per favore aggiungi arance alla mia lista della spesa,0.718209981918335,0.5555555555555556,0.09433962264150944,0.07330918073382302,0.47058823529411764,0.47058823529411764,5.0
Whisper Tiny (OpenAI), aggiungi un'orologio da polso alla lista delle cose da comprare.,aggiungi un orologio da polso alla lista delle cose da comprare,0.4308328628540039,0.2727272727272727,0.031746031746031744,0.5977653345720249,1.0,1.0,3.0
Whisper Distilled IT (bofenghuang),aggiungi un orologio da polso alla lista delle cose da comprare.,aggiungi un orologio da polso alla lista delle cose da comprare,8.642011165618896,0.09090909090909091,0.015873015873015872,0.8931539818068694,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), aggiungi un'orologio da polsso alla lista delle cose da comprare.,aggiungi un orologio da polso alla lista delle cose da comprare,0.5846858024597168,0.36363636363636365,0.047619047619047616,0.38662527162788296,0.9090909090909091,0.9090909090909091,4.0
Vosk STT (Small IT),aggiungere orologio da polso alla lista delle cose da comprare,aggiungi un orologio da polso alla lista delle cose da comprare,0.3503594398498535,0.18181818181818182,0.06349206349206349,0.7963580315032781,0.8571428571428572,0.8571428571428572,4.0
Wav2Vec2 XLSR Italian (Grosman),aggiungi un orologio da polso alla lista delle cose da comprare,aggiungi un orologio da polso alla lista delle cose da comprare,0.698967695236206,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),aggiungero ul rologgio da polso alla listra delle cosa da comprare,aggiungi un orologio da polso alla lista delle cose da comprare,1.8322603702545166,0.45454545454545453,0.12698412698412698,0.12278260149096115,0.5454545454545454,0.5454545454545454,8.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",aggiunge un onologgio da polso alla lista delle cose da comprare,aggiungi un orologio da polso alla lista delle cose da comprare,0.7002248764038086,0.18181818181818182,0.047619047619047616,0.6989307622784944,0.8181818181818182,0.8181818181818182,3.0
Whisper Tiny (OpenAI), per favore riproduci l'ultimo podcast di francesco costa.,per favore riproduci l'ultimo podcast di francesco costa,0.3853623867034912,0.125,0.017857142857142856,0.8408964152537145,1.0,1.0,2.0
Whisper Distilled IT (bofenghuang),"per favore, riproduci l'ultimo podcast di francesco costa.",per favore riproduci l'ultimo podcast di francesco costa,9.073993682861328,0.25,0.03571428571428571,0.5410822690539396,1.0,1.0,2.0
Faster Whisper Tiny (Turbo)," per favore, riproduci l'ultimo podcast di francesco costa.",per favore riproduci l'ultimo podcast di francesco costa,0.48960113525390625,0.25,0.03571428571428571,0.5410822690539396,1.0,1.0,3.0
Vosk STT (Small IT),per favore riproduce l'ultimo può cast di francesco cosa,per favore riproduci l'ultimo podcast di francesco costa,0.28983616828918457,0.5,0.08928571428571429,0.07583235673413397,0.631578947368421,0.631578947368421,5.0
Wav2Vec2 XLSR Italian (Grosman),per favore riproduce l'ultimo podcast di francesco costa,per favore riproduci l'ultimo podcast di francesco costa,0.6592566967010498,0.125,0.017857142857142856,0.5946035575013605,0.8888888888888888,0.8888888888888888,1.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),per favore riproduce lultimo podcast di francesco costa,per favore riproduci l'ultimo podcast di francesco costa,1.712446928024292,0.25,0.03571428571428571,0.4111336169005197,0.7058823529411765,0.7058823529411765,2.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",per favore riproduci lultimo podcast di francesco costa,per favore riproduci l'ultimo podcast di francesco costa,0.6924879550933838,0.125,0.017857142857142856,0.5,0.823529411764706,0.823529411764706,1.0
Whisper Tiny (OpenAI), quanto devo po' oci una bisdica cottura media?,quanto devo cuocere una bistecca a cottura media,0.36743736267089844,0.625,0.2708333333333333,0.06985342056580097,0.625,0.625,14.0
Whisper Distilled IT (bofenghuang),quanto devo cuocere una bistecca a cottura media?,quanto devo cuocere una bistecca a cottura media,8.333923816680908,0.125,0.020833333333333332,0.8408964152537145,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), quanto devo cooscere una bisdica cottura media?,quanto devo cuocere una bistecca a cottura media,0.49208617210388184,0.5,0.16666666666666666,0.07201170728284921,0.6666666666666666,0.6666666666666666,9.0
Vosk STT (Small IT),quanto devo coach una visite cappotto,quanto devo cuocere una bistecca a cottura media,0.2267770767211914,0.625,0.4375,0.06846046760764757,0.42857142857142855,0.42857142857142855,21.0
Wav2Vec2 XLSR Italian (Grosman),quanto devo cuocere una bistecca a cottura media,quanto devo cuocere una bistecca a cottura media,0.47821593284606934,0.0,0.0,1.0,1.0,1.0,0.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),quanto devopocer una bisitecca cottura media,quanto devo cuocere una bistecca a cottura media,1.3613059520721436,0.5,0.14583333333333334,0.07356556000975763,0.5714285714285715,0.5714285714285715,7.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",quanto devo cuocere una bistecca cottura media,quanto devo cuocere una bistecca a cottura media,0.5128064155578613,0.125,0.041666666666666664,0.6129752413741056,0.9333333333333333,0.9333333333333333,2.0
Whisper Tiny (OpenAI), e come sarà il tempo oggi amilano non bardia,ehi come sarà il tempo oggi a milano lombardia,0.3242654800415039,0.4444444444444444,0.13043478260869565,0.44632361378533286,0.5555555555555556,0.5555555555555556,7.0
Whisper Distilled IT (bofenghuang),"ehi, come sarà il tempo oggi a milano lombardia?",ehi come sarà il tempo oggi a milano lombardia,8.257301092147827,0.2222222222222222,0.043478260869565216,0.7259795291154771,1.0,1.0,2.0
Faster Whisper Tiny (Turbo), e come sarà il tempo oggi a milano lombardia?,ehi come sarà il tempo oggi a milano lombardia,0.48012304306030273,0.2222222222222222,0.06521739130434782,0.7259795291154771,0.8888888888888888,0.8888888888888888,4.0
Vosk STT (Small IT),e come sarà il tempo oggi a milano lombardia,ehi come sarà il tempo oggi a milano lombardia,0.2535221576690674,0.1111111111111111,0.043478260869565216,0.8633400213704505,0.8888888888888888,0.8888888888888888,2.0
Wav2Vec2 XLSR Italian (Grosman),e come sarà il tempo oggi a milano lombardia,ehi come sarà il tempo oggi a milano lombardia,0.6215090751647949,0.1111111111111111,0.043478260869565216,0.8633400213704505,0.8888888888888888,0.8888888888888888,2.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),e come sarà il tempo oggi a milano rombardia,ehi come sarà il tempo oggi a milano lombardia,1.679577350616455,0.2222222222222222,0.06521739130434782,0.7259795291154771,0.7777777777777778,0.7777777777777778,3.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",ei come sarà il tempo oggia milano lombardia,ehi come sarà il tempo oggi a milano lombardia,0.6516671180725098,0.3333333333333333,0.043478260869565216,0.3628241434631103,0.7058823529411765,0.7058823529411765,2.0
Whisper Tiny (OpenAI), riesco alla pena sentire,riesco a malapena a sentirti,0.25335025787353516,0.8,0.2857142857142857,0.06257106818159155,0.22222222222222224,0.22222222222222224,9.0
Whisper Distilled IT (bofenghuang),riesco a malapena a sentirti.,riesco a malapena a sentirti,8.272395610809326,0.2,0.03571428571428571,0.668740304976422,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), riesco alla pena sentirti.,riesco a malapena a sentirti,0.4972062110900879,0.8,0.25,0.06257106818159155,0.4444444444444445,0.4444444444444445,8.0
Vosk STT (Small IT),riesco a mala pena a sentirti,riesco a malapena a sentirti,0.19777631759643555,0.4,0.03571428571428571,0.12209471671615688,0.7272727272727272,0.7272727272727272,1.0
Wav2Vec2 XLSR Italian (Grosman),riesco a mala pena a sentirti,riesco a malapena a sentirti,0.40525150299072266,0.4,0.03571428571428571,0.12209471671615688,0.7272727272727272,0.7272727272727272,1.0
Wav2Vec2 XLS-R 1B Italian Robust (DBDMG),riescomala pena a sentirti,riesco a malapena a sentirti,1.0352563858032227,0.6,0.14285714285714285,0.13232169883599026,0.4444444444444445,0.4444444444444445,4.0
"Wav2Vec2 XLSR Multilingual (voidful, 56 lang)",riax cam mala pena sentirti,riesco a malapena a sentirti,0.4050624370574951,0.8,0.32142857142857145,0.05372849659117709,0.20000000000000004,0.20000000000000004,9.0
Whisper Tiny (OpenAI), qual è il corno di più vicino?,qual è il conad più vicino,0.32416725158691406,0.5,0.19230769230769232,0.17567205239427922,0.7272727272727272,0.7272727272727272,6.0
Whisper Distilled IT (bofenghuang),qual è il conad più vicino?,qual è il conad più vicino,7.910770416259766,0.16666666666666666,0.038461538461538464,0.7598356856515925,1.0,1.0,1.0
Faster Whisper Tiny (Turbo), qual è il corato più vicino?,qual è il conad più vicino,0.44495129585266113,0.3333333333333333,0.15384615384615385,0.21711852081087685,0.8000000000000002,0.8000000000000002,5.0
